payable_id,purchase_id,supplier_id,issue_date,due_date,amount,status,days_overdue
AP-0000198,PO-000159,SUP-031,2025-10-20,2025-12-02,5224.18,pago,0
AP-0000199,PO-000160,SUP-036,2025-11-21,2026-01-03,2654.40,pago,0
AP-0000200,PO-000160,SUP-036,2025-11-21,2026-01-21,2654.40,pago,0
AP-0000201,PO-000161,SUP-041,2025-12-22,2026-02-03,5394.10,pago,0
AP-0000202,PO-000162,SUP-046,2026-01-23,2026-03-07,5480.06,pago,0
AP-0000203,PO-000163,SUP-051,2026-02-24,2026-04-08,5566.70,pago,0
AP-0000204,PO-000164,SUP-056,2026-03-25,2026-05-07,2827.01,pago,0
AP-0000205,PO-000164,SUP-056,2026-03-25,2026-05-25,2827.01,pago,0
AP-0000206,PO-000165,SUP-061,2026-04-26,2026-06-08,5742.00,pago,0
AP-0000207,PO-000166,SUP-066,2026-05-27,2026-07-09,5830.66,pago,0
AP-0000208,PO-000167,SUP-071,2026-06-28,2026-08-10,5919.98,pago,0
AP-0000209,PO-000168,SUP-076,2026-07-01,2026-08-13,3004.99,pago,0
AP-0000210,PO-000168,SUP-076,2026-07-01,2026-08-31,3004.99,pago,0
AP-0000211,PO-000169,SUP-081,2024-08-02,2024-09-14,5118.00,pago,0
AP-0000212,PO-000170,SUP-001,2024-09-03,2024-10-16,5201.28,pago,0
AP-0000213,PO-000171,SUP-006,2024-10-04,2024-11-16,5285.23,pago,0
AP-0000214,PO-000172,SUP-011,2024-11-05,2024-12-18,2684.93,pago,0
AP-0000215,PO-000172,SUP-011,2024-11-05,2025-01-05,2684.93,pago,0
AP-0000216,PO-000173,SUP-016,2024-12-06,2025-01-18,5455.15,pago,0
AP-0000217,PO-000174,SUP-021,2025-01-07,2025-02-19,5541.12,pago,0
AP-0000218,PO-000175,SUP-026,2025-02-08,2025-03-23,5627.76,pago,0
AP-0000219,PO-000176,SUP-031,2025-03-09,2025-04-21,2857.54,pago,0
AP-0000220,PO-000176,SUP-031,2025-03-09,2025-05-09,2857.54,pago,0
AP-0000221,PO-000177,SUP-036,2025-04-10,2025-05-23,5803.06,pago,0
AP-0000222,PO-000178,SUP-041,2025-05-11,2025-06-23,5891.71,pago,0
AP-0000223,PO-000179,SUP-046,2025-06-12,2025-07-25,5981.04,pago,0
AP-0000224,PO-000180,SUP-051,2025-07-13,2025-08-25,979.20,pago,0
AP-0000225,PO-000180,SUP-051,2025-07-13,2025-09-12,979.20,pago,0
AP-0000226,PO-000181,SUP-056,2025-08-14,2025-09-26,2018.83,pago,0
AP-0000227,PO-000182,SUP-061,2025-09-15,2025-10-28,2079.94,pago,0
AP-0000228,PO-000183,SUP-066,2025-10-16,2025-11-28,2141.71,pago,0
AP-0000229,PO-000184,SUP-071,2025-11-17,2025-12-30,1102.08,pago,0
AP-0000230,PO-000184,SUP-071,2025-11-17,2026-01-17,1102.08,pago,0
AP-0000231,PO-000185,SUP-076,2025-12-18,2026-01-30,2267.28,pago,0
AP-0000232,PO-000186,SUP-081,2026-01-19,2026-03-03,2331.07,pago,0
AP-0000233,PO-000187,SUP-001,2026-02-20,2026-04-04,2395.54,pago,0
AP-0000234,PO-000188,SUP-006,2026-03-21,2026-05-03,1230.34,pago,0
AP-0000235,PO-000188,SUP-006,2026-03-21,2026-05-21,1230.34,pago,0
AP-0000236,PO-000189,SUP-011,2026-04-22,2026-06-04,2526.48,pago,0
AP-0000237,PO-000190,SUP-016,2026-05-23,2026-07-05,2592.96,pago,0
AP-0000238,PO-000191,SUP-021,2026-06-24,2026-08-06,2660.11,pago,0
AP-0000239,PO-000192,SUP-026,2026-07-25,2026-09-06,1363.97,pago,0
AP-0000240,PO-000192,SUP-026,2026-07-25,2026-09-24,1363.97,pago,0
AP-0000241,PO-000193,SUP-031,2024-08-26,2024-10-08,2346.00,pago,0
AP-0000242,PO-000194,SUP-036,2024-09-27,2024-11-09,2407.10,pago,0
AP-0000243,PO-000195,SUP-041,2024-10-28,2024-12-10,2468.88,pago,0
AP-0000244,PO-000196,SUP-046,2024-11-01,2024-12-14,1265.66,pago,0
AP-0000245,PO-000196,SUP-046,2024-11-01,2025-01-01,1265.66,pago,0
AP-0000246,PO-000197,SUP-051,2024-12-02,2025-01-14,2594.45,pago,0
AP-0000247,PO-000198,SUP-056,2025-01-03,2025-02-15,2658.24,pago,0
AP-0000248,PO-000199,SUP-061,2025-02-04,2025-03-19,2722.70,pago,0
AP-0000249,PO-000200,SUP-066,2025-03-05,2025-04-17,1393.92,pago,0
AP-0000250,PO-000200,SUP-066,2025-03-05,2025-05-05,1393.92,pago,0
AP-0000251,PO-000201,SUP-071,2025-04-06,2025-05-19,2853.65,pago,0
AP-0000252,PO-000202,SUP-076,2025-05-07,2025-06-19,2920.13,pago,0
AP-0000253,PO-000203,SUP-081,2025-06-08,2025-07-21,2987.28,pago,0
AP-0000254,PO-000204,SUP-001,2025-07-09,2025-08-21,1527.55,pago,0
AP-0000255,PO-000204,SUP-001,2025-07-09,2025-09-08,1527.55,pago,0
AP-0000256,PO-000205,SUP-006,2025-08-10,2025-09-22,3123.60,pago,0
AP-0000257,PO-000206,SUP-011,2025-09-11,2025-10-24,3192.77,pago,0
AP-0000258,PO-000207,SUP-016,2025-10-12,2025-11-24,3262.61,pago,0
AP-0000259,PO-000208,SUP-021,2025-11-13,2025-12-26,1666.56,pago,0
AP-0000260,PO-000208,SUP-021,2025-11-13,2026-01-13,1666.56,pago,0
AP-0000261,PO-000209,SUP-026,2025-12-14,2026-01-26,3404.30,pago,0
AP-0000262,PO-000210,SUP-031,2026-01-15,2026-02-27,3476.16,pago,0
AP-0000263,PO-000211,SUP-036,2026-02-16,2026-03-31,3548.69,pago,0
AP-0000264,PO-000212,SUP-041,2026-03-17,2026-04-29,1810.94,pago,0
AP-0000265,PO-000212,SUP-041,2026-03-17,2026-05-17,1810.94,pago,0
AP-0000266,PO-000213,SUP-046,2026-04-18,2026-05-31,3695.76,pago,0
AP-0000267,PO-000214,SUP-051,2026-05-19,2026-07-01,3770.30,pago,0
AP-0000268,PO-000215,SUP-056,2026-06-20,2026-08-02,3845.52,pago,0
AP-0000269,PO-000216,SUP-061,2026-07-21,2026-09-02,1960.70,pago,0
AP-0000270,PO-000216,SUP-061,2026-07-21,2026-09-20,1960.70,pago,0
AP-0000271,PO-000217,SUP-066,2024-08-22,2024-10-04,3354.00,pago,0
AP-0000272,PO-000218,SUP-071,2024-09-23,2024-11-05,3423.17,pago,0
AP-0000273,PO-000219,SUP-076,2024-10-24,2024-12-06,3493.01,pago,0
AP-0000274,PO-000220,SUP-081,2024-11-25,2025-01-07,1781.76,pago,0
AP-0000275,PO-000220,SUP-081,2024-11-25,2025-01-25,1781.76,pago,0
AP-0000276,PO-000221,SUP-001,2024-12-26,2025-02-07,3634.70,pago,0
AP-0000277,PO-000222,SUP-006,2025-01-27,2025-03-11,3706.56,pago,0
AP-0000278,PO-000223,SUP-011,2025-02-28,2025-04-12,3779.09,pago,0
AP-0000279,PO-000224,SUP-016,2025-03-01,2025-04-13,1926.14,pago,0
AP-0000280,PO-000224,SUP-016,2025-03-01,2025-05-01,1926.14,pago,0
AP-0000281,PO-000225,SUP-021,2025-04-02,2025-05-15,3926.16,pago,0
AP-0000282,PO-000226,SUP-026,2025-05-03,2025-06-15,4000.70,pago,0
AP-0000283,PO-000227,SUP-031,2025-06-04,2025-07-17,4075.92,pago,0
AP-0000284,PO-000228,SUP-036,2025-07-05,2025-08-17,2075.90,pago,0
AP-0000285,PO-000228,SUP-036,2025-07-05,2025-09-04,2075.90,pago,0
AP-0000286,PO-000229,SUP-041,2025-08-06,2025-09-18,4228.37,pago,0
AP-0000287,PO-000230,SUP-046,2025-09-07,2025-10-20,4305.60,pago,0
AP-0000288,PO-000231,SUP-051,2025-10-08,2025-11-20,4383.50,pago,0
AP-0000289,PO-000232,SUP-056,2025-11-09,2025-12-22,2231.04,pago,0
AP-0000290,PO-000232,SUP-056,2025-11-09,2026-01-09,2231.04,pago,0
AP-0000291,PO-000233,SUP-061,2025-12-10,2026-01-22,4541.33,pago,0
AP-0000292,PO-000234,SUP-066,2026-01-11,2026-02-23,4621.25,pago,0
AP-0000293,PO-000235,SUP-071,2026-02-12,2026-03-27,4701.84,pago,0
AP-0000294,PO-000236,SUP-076,2026-03-13,2026-04-25,2391.55,pago,0
AP-0000295,PO-000236,SUP-076,2026-03-13,2026-05-13,2391.55,pago,0
AP-0000296,PO-000237,SUP-081,2026-04-14,2026-05-27,4865.04,pago,0
AP-0000297,PO-000238,SUP-001,2026-05-15,2026-06-27,4947.65,pago,0
AP-0000298,PO-000239,SUP-006,2026-06-16,2026-07-29,5030.93,pago,0
AP-0000299,PO-000240,SUP-011,2026-07-17,2026-08-29,2557.44,pago,0
AP-0000300,PO-000240,SUP-011,2026-07-17,2026-09-16,2557.44,pago,0
AP-0000301,PO-000241,SUP-016,2024-08-18,2024-09-30,4362.00,pago,0
AP-0000302,PO-000242,SUP-021,2024-09-19,2024-11-01,4439.23,pago,0
AP-0000303,PO-000243,SUP-026,2024-10-20,2024-12-02,4517.14,pago,0
AP-0000304,PO-000244,SUP-031,2024-11-21,2025-01-03,2297.86,pago,0
AP-0000305,PO-000244,SUP-031,2024-11-21,2025-01-21,2297.86,pago,0
AP-0000306,PO-000245,SUP-036,2024-12-22,2025-02-03,4674.96,pago,0
AP-0000307,PO-000246,SUP-041,2025-01-23,2025-03-07,4754.88,pago,0
AP-0000308,PO-000247,SUP-046,2025-02-24,2025-04-08,4835.47,pago,0
AP-0000309,PO-000248,SUP-051,2025-03-25,2025-05-07,2458.37,pago,0
AP-0000310,PO-000248,SUP-051,2025-03-25,2025-05-25,2458.37,pago,0
AP-0000311,PO-000249,SUP-056,2025-04-26,2025-06-08,4998.67,pago,0
AP-0000312,PO-000250,SUP-061,2025-05-27,2025-07-09,5081.28,pago,0
AP-0000313,PO-000251,SUP-066,2025-06-28,2025-08-10,5164.56,pago,0
AP-0000314,PO-000252,SUP-071,2025-07-01,2025-08-13,2624.26,pago,0
AP-0000315,PO-000252,SUP-071,2025-07-01,2025-08-31,2624.26,pago,0
AP-0000316,PO-000253,SUP-076,2025-08-02,2025-09-14,5333.14,pago,0
AP-0000317,PO-000254,SUP-081,2025-09-03,2025-10-16,5418.43,pago,0
AP-0000318,PO-000255,SUP-001,2025-10-04,2025-11-16,5504.40,pago,0
AP-0000319,PO-000256,SUP-006,2025-11-05,2025-12-18,2795.52,pago,0
AP-0000320,PO-000256,SUP-006,2025-11-05,2026-01-05,2795.52,pago,0
AP-0000321,PO-000257,SUP-011,2025-12-06,2026-01-18,5678.35,pago,0
AP-0000322,PO-000258,SUP-016,2026-01-07,2026-02-19,5766.34,pago,0
AP-0000323,PO-000259,SUP-021,2026-02-08,2026-03-23,5854.99,pago,0
